cik,ticker,w_2015,dlog_shares,shares_2015_adj,shares_last_adj,ratio,contrib
84839,ROL,0.0005392175101215826,-0.42332518780162426,739533375.0,484295000.0,0.6548656441637944,-0.00022826435373814318
1300514,LVS,0.0019949492138692628,-0.11438950545825503,826316108.0,737000000.0,0.8919104842138694,-0.00022820125398883962
823768,WM,0.0014965896260681353,-0.15237844670470102,469800000.0,403400000.0,0.8586632609621115,-0.0002280480025746318
1403568,ULTA,0.0008681726499893317,-0.2621502044461054,64461000.0,49596000.0,0.7693954484106669,-0.0002275916376892204
746515,EXPD,0.0005958196380002828,-0.3783440259637196,206895000.0,141722000.0,0.6849948041276976,-0.00022542480058927302
759944,CFG,0.0010677253839633037,-0.21091593060834793,559998324.0,453510245.0,0.8098421469561398,-0.00022520029299277582
906163,NVR,0.0005815537374611742,-0.381655589426941,4862000.0,3319434.0,0.6827301522007404,-0.00022195323445418496
62709,MRSH,0.0018719956531136762,-0.11778303565638351,558000000.0,496000000.0,0.8888888888888888,-0.00022048933075928306
1109357,EXC,0.0011892256986670096,-0.1840813898980162,1205720000.0,1003000000.0,0.8318680954118701,-0.0002189143195130625
92380,LUV,0.001974648785611772,-0.11032484481060477,718000000.0,643000000.0,0.8955431754874652,-0.00021785282082806794
1286681,DPZ,0.000449767568517635,-0.45022771846895865,55532955.0,35401313.0,0.6374829684463936,-0.00020249782621502583
96021,SYY,0.0013389892885866358,-0.15078529699869017,592675110.0,509719756.0,0.8600323303605579,-0.00020189989755760074
1001250,EL,0.002205088550646504,-0.09030878010413518,394900000.0,360800000.0,0.9136490250696379,-0.0001991388570304813
1285785,MOS,0.0006880173832374487,-0.2860436870648072,426900000.0,320700000.0,0.7512297962052003,-0.0001968030290659203
1037038,RL,0.0006190782889308954,-0.3059916846471171,93700000.0,69000000.0,0.736392742796158,-0.0001894328085584194
1043277,CHRW,0.0007092347247855052,-0.2636211018304766,157080000.0,120679000.0,0.7682645785586962,-0.0001869692396043897
4127,SWKS,0.000856748142630564,-0.216545429181532,192600000.0,155100000.0,0.8052959501557633,-0.00018552489424641586
920148,LH,0.0007835402602636226,-0.2359072453337795,106855200.0,84400000.0,0.7898539331731165,-0.00018484282440690386
14693,BF-B,0.001553850746391015,-0.11888604110871227,537465000.0,477220000.0,0.8879089801196357,-0.00018473116371224546
1267238,AIZ,0.00045532035689124534,-0.4000112188832238,77654764.0,52052961.0,0.6703125258355045,-0.0001821332509424115
1024478,ROK,0.0008588824888567762,-0.20747559591034015,140900000.0,114500000.0,0.8126330731014905,-0.0001781971561925157
1442145,VRSK,0.000914274301940174,-0.18735898006662718,172276360.0,142842261.0,0.829146036055092,-0.00017129750071263856
